89263249,Valentina,Herrera,vherrerah@gmail.com,socio,False,False,2024-10-28,vherrerah@gmail.com
64262755,Antonia,Martinez,amartinezv@gmail.com,socio,True,False,2024-08-27,amartinezv@gmail.com
88103795,Catalina,Echeverria,cecheverriac@gmail.com,socio,True,False,2024-07-05,cecheverriac@gmail.com
47432067,Florencia,Fuentes,ffuentesm@gmail.com,socio,True,False,2025-07-02,ffuentesm@gmail.com
28066831,Joaquin,Gutierrez,jgutierreza@gmail.com,socio,True,False,2025-09-11,jgutierreza@gmail.com
34037816,Joaquin,Bravo,jbravog@gmail.com,socio,True,False,2024-12-29,jbravog@gmail.com
98728736,Benjamin,Echeverria,becheverriar@gmail.com,socio,True,False,2024-07-15,becheverriar@gmail.com
77752405,Pablo,Fuentes,pfuentesf@gmail.com,socio,True,False,2024-04-30,pfuentesf@gmail.com
25989909,Clara,Munoz,cmunoza@gmail.com,socio,True,False,2024-10-15,cmunoza@gmail.com
84714519,Mateo,Munoz,mmunozl@gmail.com,socio,True,False,2024-08-20,mmunozl@gmail.com
24681002,Laura,Herrera,lherreraf@gmail.com,socio,True,False,2024-07-11,lherreraf@gmail.com
17480910,Marcos,Lopez,mlopezm@gmail.com,socio,False,False,2024-03-09,mlopezm@gmail.com
48176560,Franco,Bravo,fbravor@gmail.com,socio,True,False,2024-03-10,fbravor@gmail.com
88378721,Paula,Rodriguez,prodriguezr@gmail.com,socio,True,False,2025-07-28,prodriguezr@gmail.com
17576489,Ignacio,Arias,iariasr@gmail.com,socio,True,False,2024-01-11,iariasr@gmail.com
18791292,Isabella,Kraus,ikrausc@gmail.com,socio,True,False,2025-05-15,ikrausc@gmail.com
98284097,Antonia,Munoz,amunozr@gmail.com,socio,True,False,2024-08-30,amunozr@gmail.com
12984525,Laura,Fuentes,lfuentesn@gmail.com,socio,True,False,2024-10-01,lfuentesn@gmail.com
23429380,Benjamin,Flores,bfloresf@gmail.com,socio,True,False,2024-06-08,bfloresf@gmail.com
92520800,Pablo,Castillo,pcastillol@gmail.com,socio,True,False,2025-04-12,pcastillol@gmail.com
81918425,Marcos,Flores,mfloresr@gmail.com,socio,True,False,2025-09-17,mfloresr@gmail.com
40317902,Jose,Herrera,jherreraf@gmail.com,socio,True,False,2024-11-25,jherreraf@gmail.com
73789440,Jose,Flores,jfloresm@gmail.com,socio,True,False,2025-08-18,jfloresm@gmail.com
50253107,Diego,Miranda,dmirandaf@gmail.com,socio,True,False,2025-04-14,dmirandaf@gmail.com
70831313,Catalina,Vega,cvegam@gmail.com,socio,True,False,2025-10-16,cvegam@gmail.com
87422596,Camila,Ibarra,cibarral@gmail.com,socio,True,False,2024-07-14,cibarral@gmail.com
92466364,Andrea,Ortiz,aortizf@gmail.com,socio,True,False,2025-04-13,aortizf@gmail.com
50302318,Valentina,Gutierrez,vgutierrezp@gmail.com,socio,True,False,2025-08-31,vgutierrezp@gmail.com
48526473,Marcos,Arias,mariass@gmail.com,socio,True,False,2024-02-28,mariass@gmail.com
35758531,Lucas,Sanchez,lsanchezp@gmail.com,socio,True,False,2024-12-22,lsanchezp@gmail.com
96828407,Sebastian,Arias,sariasa@gmail.com,socio,True,False,2025-01-29,sariasa@gmail.com
47281925,Catalina,Flores,cfloresf@gmail.com,socio,True,False,2024-06-25,cfloresf@gmail.com
21264832,Mateo,Ibarra,mibarraj@gmail.com,socio,False,False,2025-08-31,mibarraj@gmail.com
98238841,Gabriel,Juarez,gjuarezr@gmail.com,socio,True,False,2025-06-14,gjuarezr@gmail.com
26192377,Jose,Diaz,jdiazm@gmail.com,socio,False,False,2024-06-14,jdiazm@gmail.com
52065222,Lucas,Vega,lvegas@gmail.com,socio,False,False,2025-03-08,lvegas@gmail.com
33508806,Martina,Perez,mperezs@gmail.com,socio,True,False,2024-09-12,mperezs@gmail.com
81601127,Jose,Munoz,jmunozf@gmail.com,socio,True,False,2024-04-25,jmunozf@gmail.com
29449696,Pablo,Gutierrez,pgutierrezs@gmail.com,socio,True,False,2024-10-24,pgutierrezs@gmail.com
91311077,Sofia,Alarcon,salarconj@gmail.com,socio,True,False,2023-12-18,salarconj@gmail.com
95758290,Sebastian,Herrera,sherrerav@gmail.com,socio,True,False,2025-03-07,sherrerav@gmail.com
62744287,Florencia,Gonzalez,fgonzalezk@gmail.com,socio,True,False,2025-03-08,fgonzalezk@gmail.com
68900892,Marcos,Juarez,mjuarezl@gmail.com,socio,True,False,2025-10-01,mjuarezl@gmail.com
75993764,Isabella,Garcia,igarciae@gmail.com,socio,True,False,2024-11-29,igarciae@gmail.com
23474864,Elena,Kraus,ekrausg@gmail.com,socio,True,False,2025-08-29,ekrausg@gmail.com
83514771,Franco,Diaz,fdiazg@gmail.com,socio,True,False,2025-10-07,fdiazg@gmail.com
94578152,Andrea,Alarcon,aalarconl@gmail.com,socio,True,False,2024-09-20,aalarconl@gmail.com
21036999,Diego,Castillo,dcastillon@gmail.com,socio,True,False,2024-05-25,dcastillon@gmail.com
27460780,Clara,Garcia,cgarciaa@gmail.com,socio,True,False,2024-07-03,cgarciaa@gmail.com
89593852,Valentina,Silva,vsilval@gmail.com,socio,True,False,2025-08-10,vsilval@gmail.com
60643036,Tomas,Herrera,therreraj@gmail.com,socio,True,False,2024-04-12,therreraj@gmail.com
21942232,Andrea,Gutierrez,agutierrezk@gmail.com,socio,True,False,2023-11-17,agutierrezk@gmail.com
67566435,Mateo,Herrera,mherrerav@gmail.com,socio,True,False,2024-10-24,mherrerav@gmail.com
80576741,Jose,Sanchez,jsanchezg@gmail.com,socio,True,False,2023-12-16,jsanchezg@gmail.com
35574404,Lucas,Cruz,lcruzm@gmail.com,socio,True,False,2024-06-16,lcruzm@gmail.com
90541748,Gabriel,Ibarra,gibarram@gmail.com,socio,True,False,2023-12-12,gibarram@gmail.com
29588118,Tomas,Arias,tariasf@gmail.com,socio,True,False,2025-03-08,tariasf@gmail.com
88235926,Hector,Gutierrez,hgutierrezr@gmail.com,socio,True,False,2024-07-12,hgutierrezr@gmail.com
38483372,Antonia,Cruz,acruzh@gmail.com,socio,True,False,2024-03-03,acruzh@gmail.com
16994436,Benjamin,Ortiz,bortizm@gmail.com,socio,False,False,2024-11-07,bortizm@gmail.com
16108500,Pablo,Flores,pfloresv@gmail.com,socio,True,False,2024-02-09,pfloresv@gmail.com
27748717,Florencia,Bravo,fbravor@gmail.com,socio,True,False,2025-05-15,fbravor@gmail.com
72825287,Hector,Castillo,hcastilloj@gmail.com,socio,True,False,2023-11-08,hcastilloj@gmail.com
52046335,Valentina,Silva,vsilvas@gmail.com,socio,True,False,2025-01-21,vsilvas@gmail.com
45328305,Hector,Arias,hariasv@gmail.com,socio,False,False,2024-08-15,hariasv@gmail.com
30302410,Antonia,Diaz,adiazf@gmail.com,socio,True,False,2025-06-05,adiazf@gmail.com
44926669,Tomas,Munoz,tmunozf@gmail.com,socio,False,False,2025-07-09,tmunozf@gmail.com
69259769,Hector,Fuentes,hfuentesm@gmail.com,socio,True,False,2024-06-18,hfuentesm@gmail.com
26596590,Alonso,Ibarra,aibarrap@gmail.com,socio,True,False,2025-01-18,aibarrap@gmail.com
46613462,Tomas,Diaz,tdiazm@gmail.com,socio,True,False,2024-03-30,tdiazm@gmail.com
76855296,Hector,Rojas,hrojasg@gmail.com,socio,True,False,2025-01-17,hrojasg@gmail.com
60138147,Pablo,Sanchez,psanchezh@gmail.com,socio,True,False,2025-10-06,psanchezh@gmail.com
74405060,Paula,Cruz,pcruzb@gmail.com,socio,True,False,2024-01-01,pcruzb@gmail.com
70814320,Mateo,Alarcon,malarconv@gmail.com,socio,True,False,2025-09-16,malarconv@gmail.com
17453784,Diego,Castillo,dcastillof@gmail.com,socio,True,False,2024-10-10,dcastillof@gmail.com
63541768,Catalina,Lopez,clopezg@gmail.com,socio,True,False,2025-04-05,clopezg@gmail.com
96861418,Clara,Herrera,cherrerav@gmail.com,socio,True,False,2024-06-20,cherrerav@gmail.com
51621092,Alonso,Flores,afloresk@gmail.com,socio,True,False,2025-07-29,afloresk@gmail.com
69786268,Camila,Martinez,cmartinezf@gmail.com,socio,True,False,2024-04-07,cmartinezf@gmail.com
59423803,Isabella,Echeverria,iecheverriaa@gmail.com,socio,True,False,2024-08-25,iecheverriaa@gmail.com
40095669,Camila,Castillo,ccastillor@gmail.com,socio,True,False,2024-01-30,ccastillor@gmail.com
68700864,Isabella,Vargas,ivargasr@gmail.com,socio,False,False,2025-06-05,ivargasr@gmail.com
43373708,Pablo,Juarez,pjuarezv@gmail.com,socio,True,False,2024-04-01,pjuarezv@gmail.com
78909330,Isabella,Kraus,ikrausm@gmail.com,socio,True,False,2024-09-08,ikrausm@gmail.com
44008132,Pablo,Diaz,pdiazn@gmail.com,socio,True,False,2025-08-13,pdiazn@gmail.com
98795539,Sofia,Sanchez,ssanchezd@gmail.com,socio,True,False,2025-05-02,ssanchezd@gmail.com
49949573,Mateo,Rojas,mrojasa@gmail.com,socio,True,False,2023-12-19,mrojasa@gmail.com
35124449,Ricardo,Silva,rsilvac@gmail.com,socio,True,False,2024-02-25,rsilvac@gmail.com
81722733,Pablo,Sanchez,psancheza@gmail.com,socio,True,False,2025-07-08,psancheza@gmail.com
64370473,Andrea,Fuentes,afuentesr@gmail.com,socio,True,False,2024-02-12,afuentesr@gmail.com
63015631,Pablo,Cruz,pcruzb@gmail.com,socio,True,False,2025-06-19,pcruzb@gmail.com
35262608,Benjamin,Garcia,bgarciag@gmail.com,socio,True,False,2024-01-10,bgarciag@gmail.com
94028236,Lucas,Arias,lariasg@gmail.com,socio,True,False,2024-12-31,lariasg@gmail.com
12928205,Valentina,Fuentes,vfuentesa@gmail.com,socio,True,False,2025-06-01,vfuentesa@gmail.com
12634395,Maria,Fuentes,mfuentesf@gmail.com,socio,True,False,2025-01-07,mfuentesf@gmail.com
54808596,Paula,Herrera,pherreram@gmail.com,socio,False,False,2024-08-19,pherreram@gmail.com
87666600,Marcos,Fuentes,mfuentesd@gmail.com,socio,True,False,2024-09-21,mfuentesd@gmail.com
75485030,Jose,Diaz,jdiazv@gmail.com,socio,True,False,2025-10-16,jdiazv@gmail.com
45950066,Antonia,Ortiz,aortizr@gmail.com,socio,True,False,2024-06-16,aortizr@gmail.com
68549800,Andrea,Rodriguez,arodriguezr@gmail.com,socio,True,False,2025-04-22,arodriguezr@gmail.com
39487949,Maria,Gutierrez,mgutierrezm@gmail.com,socio,True,False,2025-01-08,mgutierrezm@gmail.com
97577092,Florencia,Arias,fariasg@gmail.com,socio,True,False,2025-05-23,fariasg@gmail.com
21568480,Diego,Cruz,dcruzd@gmail.com,socio,True,False,2025-04-14,dcruzd@gmail.com
65832475,Joaquin,Sanchez,jsanchezf@gmail.com,socio,True,False,2025-04-04,jsanchezf@gmail.com
45005058,Sofia,Rodriguez,srodriguezj@gmail.com,socio,True,False,2024-06-07,srodriguezj@gmail.com
25296699,Isabella,Castillo,icastilloa@gmail.com,socio,True,False,2025-03-20,icastilloa@gmail.com
16264794,Antonia,Flores,afloresr@gmail.com,socio,True,False,2023-11-29,afloresr@gmail.com
16767531,Franco,Bravo,fbravos@gmail.com,socio,False,False,2025-07-14,fbravos@gmail.com
23672496,Ricardo,Vega,rvegav@gmail.com,socio,True,False,2025-05-17,rvegav@gmail.com
58538289,Marcos,Martinez,mmartinezk@gmail.com,socio,True,False,2024-08-09,mmartinezk@gmail.com
23327047,Joaquin,Diaz,jdiazi@gmail.com,socio,True,False,2025-06-16,jdiazi@gmail.com
10884169,Martina,Romero,mromeroa@gmail.com,socio,True,False,2025-01-15,mromeroa@gmail.com
65701512,Isabella,Silva,isilvar@gmail.com,socio,True,False,2024-05-11,isilvar@gmail.com
67555628,Lucas,Perez,lperezf@gmail.com,socio,False,False,2024-07-23,lperezf@gmail.com
58556533,Camila,Flores,cfloresb@gmail.com,socio,True,False,2025-10-25,cfloresb@gmail.com
55406344,Camila,Rojas,crojasr@gmail.com,socio,True,False,2025-05-20,crojasr@gmail.com
98607345,Florencia,Echeverria,fecheverriam@gmail.com,socio,True,False,2023-12-29,fecheverriam@gmail.com
84304333,Diego,Arias,dariash@gmail.com,socio,True,False,2024-11-17,dariash@gmail.com
91926643,Catalina,Juarez,cjuarezm@gmail.com,socio,True,False,2024-01-15,cjuarezm@gmail.com
92971716,Sebastian,Vega,svegaf@gmail.com,socio,True,False,2024-01-10,svegaf@gmail.com
21311994,Martina,Juarez,mjuarezv@gmail.com,socio,True,False,2024-10-01,mjuarezv@gmail.com
79856260,Alonso,Juarez,ajuarezp@gmail.com,socio,True,False,2025-08-01,ajuarezp@gmail.com
95320264,Diego,Miranda,dmirandac@gmail.com,socio,True,False,2024-05-01,dmirandac@gmail.com
50794416,Lucas,Garcia,lgarciae@gmail.com,socio,True,False,2025-09-04,lgarciae@gmail.com
57576607,Catalina,Alarcon,calarconm@gmail.com,socio,False,False,2024-01-08,calarconm@gmail.com
10699730,Maria,Vargas,mvargasn@gmail.com,socio,True,False,2024-03-19,mvargasn@gmail.com
81576791,Elena,Alarcon,ealarconb@gmail.com,socio,True,False,2025-01-17,ealarconb@gmail.com
28786655,Paula,Cruz,pcruzn@gmail.com,socio,True,False,2025-02-24,pcruzn@gmail.com
58488507,Camila,Navarro,cnavarrom@gmail.com,socio,True,False,2023-11-07,cnavarrom@gmail.com
18347493,Gabriel,Rojas,grojasr@gmail.com,socio,True,False,2025-03-30,grojasr@gmail.com
64056687,Ignacio,Bravo,ibravom@gmail.com,socio,True,False,2025-02-07,ibravom@gmail.com
75705089,Andrea,Arias,aariasr@gmail.com,socio,True,False,2024-06-05,aariasr@gmail.com
78878589,Laura,Romero,lromerop@gmail.com,socio,True,False,2025-04-01,lromerop@gmail.com
85031292,Mateo,Diaz,mdiazl@gmail.com,socio,True,False,2024-09-12,mdiazl@gmail.com
15406577,Ignacio,Navarro,inavarrov@gmail.com,socio,True,False,2024-10-20,inavarrov@gmail.com
75219822,Ignacio,Vargas,ivargasv@gmail.com,socio,True,False,2024-03-11,ivargasv@gmail.com
48048350,Hector,Juarez,hjuarezv@gmail.com,socio,True,False,2024-06-22,hjuarezv@gmail.com
15997180,Sebastian,Rodriguez,srodriguezr@gmail.com,socio,True,False,2024-12-22,srodriguezr@gmail.com
60641104,Elena,Castillo,ecastillof@gmail.com,socio,True,False,2025-06-16,ecastillof@gmail.com
99552852,Maria,Echeverria,mecheverriar@gmail.com,socio,True,False,2024-12-06,mecheverriar@gmail.com
64979383,Franco,Bravo,fbravov@gmail.com,socio,True,False,2024-09-26,fbravov@gmail.com
69471365,Mateo,Bravo,mbravoj@gmail.com,socio,True,False,2025-05-19,mbravoj@gmail.com
51452887,Jose,Alarcon,jalarconf@gmail.com,socio,True,False,2024-02-10,jalarconf@gmail.com
80028608,Clara,Munoz,cmunozn@gmail.com,socio,True,False,2025-10-16,cmunozn@gmail.com
12546591,Hector,Ortiz,hortizl@gmail.com,socio,True,False,2023-11-13,hortizl@gmail.com
81611045,Jose,Romero,jromeror@gmail.com,socio,True,False,2025-09-19,jromeror@gmail.com
68655485,Hector,Gonzalez,hgonzalezc@gmail.com,socio,True,False,2024-05-13,hgonzalezc@gmail.com
23332334,Catalina,Rojas,crojass@gmail.com,socio,True,False,2025-06-10,crojass@gmail.com
51177222,Clara,Rojas,crojasp@gmail.com,socio,False,False,2024-02-14,crojasp@gmail.com
17851976,Tomas,Gonzalez,tgonzalezc@gmail.com,socio,True,False,2024-12-12,tgonzalezc@gmail.com
60400522,Elena,Castillo,ecastillos@gmail.com,socio,True,False,2025-03-04,ecastillos@gmail.com
78265991,Jose,Gutierrez,jgutierrezf@gmail.com,socio,True,False,2025-02-02,jgutierrezf@gmail.com
18785652,Maria,Ortiz,mortiza@gmail.com,socio,True,False,2024-01-26,mortiza@gmail.com
84366722,Elena,Gonzalez,egonzalezs@gmail.com,socio,True,False,2024-04-15,egonzalezs@gmail.com
64592513,Valentina,Vargas,vvargasn@gmail.com,socio,True,False,2024-01-23,vvargasn@gmail.com
82536595,Ricardo,Perez,rperezr@gmail.com,socio,False,False,2024-08-28,rperezr@gmail.com
10134359,Sebastian,Romero,sromerom@gmail.com,socio,True,False,2025-05-17,sromerom@gmail.com
46682099,Hector,Kraus,hkrausf@gmail.com,socio,True,False,2024-01-27,hkrausf@gmail.com
16104857,Paula,Miranda,pmirandav@gmail.com,socio,True,False,2025-08-25,pmirandav@gmail.com
28743541,Florencia,Cruz,fcruzs@gmail.com,socio,True,False,2024-02-18,fcruzs@gmail.com
55987725,Ricardo,Castillo,rcastilloj@gmail.com,socio,True,False,2025-02-26,rcastilloj@gmail.com
71713222,Antonia,Castillo,acastillom@gmail.com,socio,True,False,2023-11-27,acastillom@gmail.com
73958633,Hector,Gonzalez,hgonzalezv@gmail.com,socio,True,False,2025-05-11,hgonzalezv@gmail.com
75629343,Elena,Cruz,ecruzc@gmail.com,socio,True,False,2024-01-10,ecruzc@gmail.com
69750614,Sebastian,Gonzalez,sgonzalezj@gmail.com,socio,True,False,2024-10-15,sgonzalezj@gmail.com
11131640,Ignacio,Herrera,iherreral@gmail.com,socio,True,False,2025-04-21,iherreral@gmail.com
47733231,Lucas,Diaz,ldiazg@gmail.com,socio,True,False,2024-02-15,ldiazg@gmail.com
41441568,Ricardo,Cruz,rcruzg@gmail.com,socio,True,False,2025-01-21,rcruzg@gmail.com
38063091,Laura,Cruz,lcruzv@gmail.com,socio,True,False,2024-01-21,lcruzv@gmail.com
77152570,Marcos,Silva,msilvan@gmail.com,socio,True,False,2025-04-20,msilvan@gmail.com
90929605,Jose,Bravo,jbravob@gmail.com,socio,True,False,2025-06-26,jbravob@gmail.com
86491124,Valentina,Silva,vsilvak@gmail.com,socio,True,False,2025-01-28,vsilvak@gmail.com
81530199,Pablo,Gonzalez,pgonzalezc@gmail.com,socio,True,False,2024-08-24,pgonzalezc@gmail.com
53352227,Andrea,Munoz,amunozi@gmail.com,socio,True,False,2025-07-03,amunozi@gmail.com
79425047,Maria,Fuentes,mfuentesr@gmail.com,socio,False,False,2025-01-24,mfuentesr@gmail.com
10692467,Sebastian,Romero,sromeroc@gmail.com,socio,False,False,2025-08-13,sromeroc@gmail.com
40283277,Ricardo,Gonzalez,rgonzalezd@gmail.com,socio,True,False,2025-02-22,rgonzalezd@gmail.com
94019584,Antonia,Vargas,avargasr@gmail.com,socio,True,False,2024-08-19,avargasr@gmail.com
54869326,Jose,Flores,jfloresa@gmail.com,socio,True,False,2024-07-08,jfloresa@gmail.com
54773484,Antonia,Garcia,agarciam@gmail.com,socio,True,False,2024-02-29,agarciam@gmail.com
69922335,Clara,Sanchez,csancheza@gmail.com,socio,True,False,2025-10-01,csancheza@gmail.com
18727939,Elena,Ibarra,eibarrac@gmail.com,socio,True,False,2024-08-09,eibarrac@gmail.com
18830219,Franco,Alarcon,falarcona@gmail.com,socio,True,False,2025-09-12,falarcona@gmail.com
92852868,Florencia,Herrera,fherreras@gmail.com,socio,True,False,2024-03-01,fherreras@gmail.com
61528873,Franco,Gonzalez,fgonzalezr@gmail.com,socio,True,False,2024-02-08,fgonzalezr@gmail.com
13485913,Antonia,Alarcon,aalarconb@gmail.com,socio,True,False,2024-03-13,aalarconb@gmail.com
19065665,Benjamin,Gonzalez,bgonzalezv@gmail.com,socio,True,False,2024-06-01,bgonzalezv@gmail.com
93329195,Gabriel,Fuentes,gfuentesd@gmail.com,socio,True,False,2025-06-17,gfuentesd@gmail.com
88453254,Mateo,Perez,mperezv@gmail.com,socio,True,False,2024-11-03,mperezv@gmail.com
29545414,Elena,Ortiz,eortize@gmail.com,socio,True,False,2024-02-26,eortize@gmail.com
88710632,Ignacio,Gonzalez,igonzalezm@gmail.com,socio,True,False,2024-06-03,igonzalezm@gmail.com
66648087,Sebastian,Ibarra,sibarram@gmail.com,socio,False,False,2024-01-19,sibarram@gmail.com
35414874,Ricardo,Rojas,rrojasc@gmail.com,socio,True,False,2023-11-26,rrojasc@gmail.com
92691963,Jose,Navarro,jnavarroc@gmail.com,socio,True,False,2025-05-22,jnavarroc@gmail.com
15662934,Elena,Flores,efloresk@gmail.com,socio,True,False,2025-11-01,efloresk@gmail.com
93741127,Laura,Gutierrez,lgutierrezr@gmail.com,socio,True,False,2024-11-30,lgutierrezr@gmail.com
34728879,Florencia,Martinez,fmartinezh@gmail.com,socio,True,False,2025-08-21,fmartinezh@gmail.com
49000479,Sebastian,Sanchez,ssanchezp@gmail.com,socio,False,False,2024-03-15,ssanchezp@gmail.com
36725819,Ignacio,Munoz,imunozg@gmail.com,socio,False,False,2025-03-25,imunozg@gmail.com
84424395,Alonso,Lopez,alopezc@gmail.com,socio,True,False,2025-10-13,alopezc@gmail.com
12817734,Catalina,Kraus,ckrauss@gmail.com,socio,True,False,2025-07-14,ckrauss@gmail.com
42232378,Martina,Vargas,mvargasr@gmail.com,socio,False,False,2025-05-13,mvargasr@gmail.com
68212652,Ricardo,Vega,rvegaj@gmail.com,socio,True,False,2025-06-24,rvegaj@gmail.com
60231696,Martina,Ortiz,mortizh@gmail.com,socio,False,False,2025-02-27,mortizh@gmail.com
35380862,Clara,Vega,cvegan@gmail.com,socio,True,False,2025-06-05,cvegan@gmail.com
47590802,Mateo,Alarcon,malarconf@gmail.com,socio,True,False,2024-06-22,malarconf@gmail.com
99053757,Isabella,Flores,ifloresf@gmail.com,socio,True,False,2024-10-03,ifloresf@gmail.com
60233144,Andrea,Echeverria,aecheverriam@gmail.com,socio,True,False,2025-05-05,aecheverriam@gmail.com
74867032,Ignacio,Miranda,imirandac@gmail.com,socio,True,False,2024-03-19,imirandac@gmail.com
97206259,Hector,Flores,hfloresn@gmail.com,socio,True,False,2025-04-11,hfloresn@gmail.com
51070495,Lucas,Herrera,lherreram@gmail.com,socio,False,False,2025-05-28,lherreram@gmail.com
21376149,Ignacio,Silva,isilvao@gmail.com,socio,True,False,2024-08-06,isilvao@gmail.com
72445215,Lucas,Navarro,lnavarrom@gmail.com,socio,True,False,2024-07-31,lnavarrom@gmail.com
76779099,Gabriel,Rodriguez,grodriguezf@gmail.com,socio,True,False,2025-10-10,grodriguezf@gmail.com
20185574,Lucas,Silva,lsilvaa@gmail.com,socio,True,False,2024-06-09,lsilvaa@gmail.com
47101128,Andrea,Rojas,arojasf@gmail.com,socio,True,False,2025-08-23,arojasf@gmail.com
36393422,Sebastian,Martinez,smartinezc@gmail.com,socio,True,False,2023-12-06,smartinezc@gmail.com
28503943,Martina,Cruz,mcruzv@gmail.com,socio,True,False,2025-01-02,mcruzv@gmail.com
64459981,Ignacio,Flores,ifloresh@gmail.com,socio,False,False,2024-05-29,ifloresh@gmail.com
40545068,Valentina,Ibarra,vibarrah@gmail.com,socio,True,False,2025-03-10,vibarrah@gmail.com
72912993,Ricardo,Ortiz,rortize@gmail.com,socio,True,False,2025-08-09,rortize@gmail.com
66061116,Martina,Arias,mariase@gmail.com,socio,True,False,2024-04-12,mariase@gmail.com
27226260,Valentina,Navarro,vnavarroi@gmail.com,socio,True,False,2023-12-31,vnavarroi@gmail.com
67139083,Antonia,Gutierrez,agutierreza@gmail.com,socio,True,False,2024-12-06,agutierreza@gmail.com
28674348,Jose,Flores,jfloresm@gmail.com,socio,True,False,2024-01-30,jfloresm@gmail.com
62463815,Hector,Vega,hvegan@gmail.com,socio,True,False,2025-08-31,hvegan@gmail.com
54136340,Martina,Fuentes,mfuentess@gmail.com,socio,True,False,2025-05-13,mfuentess@gmail.com
90982133,Sebastian,Lopez,slopezm@gmail.com,socio,True,False,2025-04-15,slopezm@gmail.com
41278022,Florencia,Vargas,fvargasm@gmail.com,socio,True,False,2024-07-27,fvargasm@gmail.com
53858604,Camila,Gonzalez,cgonzalezl@gmail.com,socio,True,False,2025-07-14,cgonzalezl@gmail.com
19229212,Gabriel,Fuentes,gfuentesd@gmail.com,socio,True,False,2025-04-08,gfuentesd@gmail.com
